"iid","gender","condtn","round","order","pid","match","pf_o_sha","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","field_cd","race","from","career_c","shar1_1","attr","sinc","intel","fun","amb","shar","like","prob","match_es","shar1_2","attr3_2","cult","outside"
21,"0","2",16,10,54,"0",0,5,7,7,7,7,5,5,5,"5","4","east","10",18,6,8,7,6,8,2,6,1,0,20,6,5.85714285714286,4.66666666666667
21,"0","2",16,7,41,"0",10,5,5,5,5,5,0,5,4,"5","4","east","10",18,5,8,7,5,9,5,7,2,0,20,6,5.85714285714286,4.66666666666667
21,"0","2",16,4,50,"0",10,5,8,8,0,0,0,7,7,"5","4","east","10",18,5,7,7,7,7,6,6,1,0,20,6,5.85714285714286,4.66666666666667
22,"0","2",16,4,45,"1",20,7,7,7,5,6,5,6,5,"9","1","east","5",20,6,7,7,4,6,6,6,6,2,20,6,6.85714285714286,8
22,"0","2",16,14,47,"0",5,0,5,6,5,6,3,4,6,"9","1","east","5",20,5,7,7,6,6,5,5,4,2,20,6,6.85714285714286,8
22,"0","2",16,6,50,"0",10,6,8,7,6,0,0,7,7,"9","1","east","5",20,5,6,7,7,7,7,6,6,2,20,6,6.85714285714286,8
22,"0","2",16,7,46,"0",5,5,8,5,5,6,5,5,5,"9","1","east","5",20,8,7,7,7,6,7,7,4,2,20,6,6.85714285714286,8
22,"0","2",16,2,48,"0",0,4,6,6,5,0,3,5,1,"9","1","east","5",20,7,7,7,7,7,6,7,4,2,20,6,6.85714285714286,8
22,"0","2",16,5,49,"0",15,7,8,7,7,7,0,7,4,"9","1","east","5",20,6,7,7,5,7,4,5,3,2,20,6,6.85714285714286,8
22,"0","2",16,16,52,"0",15,4,6,7,6,5,5,4,2,"9","1","east","5",20,3,6,7,5,5,4,2,2,2,20,6,6.85714285714286,8
22,"0","2",16,15,51,"0",15,2,2,3,2,2,1,2,1,"9","1","east","5",20,3,4,5,4,4,2,2,1,2,20,6,6.85714285714286,8
22,"0","2",16,11,53,"0",10,6,8,8,7,8,6,7,5,"9","1","east","5",20,7,7,8,6,7,8,8,5,2,20,6,6.85714285714286,8
22,"0","2",16,12,54,"0",0,4,7,7,6,6,5,6,4,"9","1","east","5",20,4,5,5,4,5,4,4,2,2,20,6,6.85714285714286,8
22,"0","2",16,9,41,"0",10,5,5,5,5,5,0,5,4,"9","1","east","5",20,4,7,6,6,7,2,3,3,2,20,6,6.85714285714286,8
23,"0","2",16,11,47,"0",5,5,6,6,4,7,4,6,5,"3","4","Asia","3",10,5,6,7,6,6,6,6,5,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,7,42,"0",10,6,10,9,8,9,0,8,8,"3","4","Asia","3",10,6,6,7,6,6,6,6.5,5,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,16,55,"0",10,6,9,10,8,10,7,7,7,"3","4","Asia","3",10,6,8,7,6,7,5,6,5,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,5,40,"0",0,5,4,3,7,4,3,1,1,"3","4","Asia","3",10,5,7,6,6,6,7,8,6,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,13,52,"0",15,7,7,6,6,6,5,5,2,"3","4","Asia","3",10,6,6,5,7,5,6,6,5,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,1,45,"1",20,7,8,7,6,6,6,7,7,"3","4","Asia","3",10,6,7,7,6,7,5,7,5,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,3,50,"0",10,5,0,7,6,0,0,7,3,"3","4","Asia","3",10,6,6,7,8,8,7,7,5,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,2,49,"0",15,7,8,8,6,7,3,6,5,"3","4","Asia","3",10,7,7,6,7,6,7,8,6,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,14,44,"1",12.5,8,8,8,10,7,8,8,8,"3","4","Asia","3",10,7,7,7,6,6,9,9,10,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,8,53,"0",10,7,8,8,7,8,6,7,6,"3","4","Asia","3",10,0,0,0,0,0,0,2,2,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,10,43,"1",0,4,6,5,4,3,2,6,4,"3","4","Asia","3",10,5,7,8,6,6,7,7,6,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,4,46,"0",5,6,8,9,8,8,9,8,6,"3","4","Asia","3",10,7,6,7,7,7,6,7,5,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,9,54,"0",0,6,7,7,7,9,7,7,5,"3","4","Asia","3",10,6,7,6,6,5,5,6,4,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,6,41,"0",10,8,8,8,8,8,0,5,6,"3","4","Asia","3",10,5,7,7,6,6,7,7,6,3,20,5,8.71428571428571,6.66666666666667
23,"0","2",16,15,48,"0",0,4,6,6,4,3,3,3,2,"3","4","Asia","3",10,6,6,6,8,6,5,6,5,3,20,5,8.71428571428571,6.66666666666667
24,"0","2",16,5,48,"0",0,6,8,8,5,0,3,5,3,"11","2","east","9",15,7,7,7,8,7,0,7,6,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,8,49,"0",15,7,7,6,5,6,7,7,4,"11","2","east","9",15,6,0,0,8,0,6,6,5,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,7,45,"0",20,6,6,6,6,5,5,5,6,"11","2","east","9",15,7,7,8,0,8,0,8,6,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,6,55,"0",10,8,9,9,8,8,6,8,6,"11","2","east","9",15,8,7,7,0,0,2,6,4,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,1,47,"0",5,6,6,6,5,6,4,6,6,"11","2","east","9",15,5,7,7,7,7,7,7,7,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,16,43,"0",0,5,5,6,4,7,2,5,5,"11","2","east","9",15,7,8,8,8,0,0,7,5,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,15,54,"0",0,8,7,8,7,7,8,7,5,"11","2","east","9",15,6,8,0,8,8,8,7,6,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,10,46,"0",5,7,8,8,8,7,9,8,5,"11","2","east","9",15,9,8,7,8,0,8,8,7,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,13,42,"0",10,7,6,7,9,8,2,3,1,"11","2","east","9",15,6,8,0,7,0,0,7,5,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,9,50,"0",10,7,0,0,9,0,0,8.5,7,"11","2","east","9",15,6,8,0,8,0,0,7,7,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,3,52,"0",15,7,7,9,5,6,2,4,2,"11","2","east","9",15,4,0,0,6,8,7,7,6,1,25,8,6.85714285714286,6.33333333333333
24,"0","2",16,12,41,"0",10,5,5,5,5,5,0,5,4,"11","2","east","9",15,7,8,0,0,8,0,8,4,1,25,8,6.85714285714286,6.33333333333333
25,"0","2",16,11,50,"0",10,7,0,0,0,0,0,8,7,"11","2","east","9",15,9,8,9,8,10,7,8,7,0,15,8,7,6.33333333333333
25,"0","2",16,15,42,"0",10,8,9,7,7,5,0,8,6,"11","2","east","9",15,6,7,8,7,9,7,7,5,0,15,8,7,6.33333333333333
25,"0","2",16,5,52,"0",15,8,7,7,7,6,6,7,3,"11","2","east","9",15,5,4,7,5,9,7,5,4,0,15,8,7,6.33333333333333
25,"0","2",16,3,47,"0",5,6,7,5,5,5,2,6,5,"11","2","east","9",15,3,8,9,8,10,5,8,4,0,15,8,7,6.33333333333333
25,"0","2",16,7,48,"0",0,9,8,7,8,0,5,8,7,"11","2","east","9",15,7,8,8,8,6,6,7,6,0,15,8,7,6.33333333333333
25,"0","2",16,14,41,"0",10,5,5,5,5,5,0,5,4,"11","2","east","9",15,5,8,8,6,8,5,7,3,0,15,8,7,6.33333333333333
25,"0","2",16,4,51,"0",15,6,4,7,6,2,2,3,3,"11","2","east","9",15,6,5,8,7,10,8,6,7,0,15,8,7,6.33333333333333
25,"0","2",16,16,53,"0",10,9,8,8,8,8,7,8,8,"11","2","east","9",15,7,8,9,7,8,5,7,7,0,15,8,7,6.33333333333333
25,"0","2",16,6,44,"0",12.5,7,6,6,7,5,4,7,6,"11","2","east","9",15,6,7,9,7,9,3,5,4,0,15,8,7,6.33333333333333
25,"0","2",16,9,45,"0",20,7,6,6,7,6,6,7,7,"11","2","east","9",15,6,8,7,5,8,7,7,5,0,15,8,7,6.33333333333333
25,"0","2",16,1,54,"0",0,8,9,9,9,7,5,7,5,"11","2","east","9",15,5,8,8,6,9,6,6,7,0,15,8,7,6.33333333333333
25,"0","2",16,2,43,"0",0,8,5,6,6,5,1,6,1,"11","2","east","9",15,4,5,10,4,10,4,4,5,0,15,8,7,6.33333333333333
25,"0","2",16,8,55,"0",10,8,9,8,10,9,8,9,6,"11","2","east","9",15,7,7,7,8,8,6,7,5,0,15,8,7,6.33333333333333
25,"0","2",16,10,49,"0",15,9,8,7,8,6,5,8,4,"11","2","east","9",15,8,8,9,8,9,8,9,8,0,15,8,7,6.33333333333333
26,"0","2",16,1,53,"0",10,9,9,9,9,8,8,8,8,"11","2","west","9",10,6,8,8,6,7,5,6,6,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,4,47,"0",5,5,6,6,6,6,6,6,6,"11","2","west","9",10,3,7,6,4,6,2,2,2,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,2,54,"0",0,8,8,7,8,7,6,7,4,"11","2","west","9",10,2,8,7,2,7,2,3,3,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,5,51,"0",15,7,3,5,5,3,2,6,6,"11","2","west","9",10,6,7,6,5,6,6,6,4,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,15,41,"0",10,5,5,5,5,5,0,5,4,"11","2","west","9",10,2,5,5,3,5,2,2,2,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,14,40,"0",0,8,9,9,8,7,4,3,1,"11","2","west","9",10,2,5,5,3,5,2,2,2,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,12,50,"0",10,8,0,0,0,0,0,8,7,"11","2","west","9",10,7,6,6,7,6,6,8,5,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,11,49,"0",15,9,8,7,7,7,8,8,6,"11","2","west","9",10,5,8,8,7,7,6,5,5,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,9,55,"0",10,8,9,8,9,9,8,9,7,"11","2","west","9",10,6,6,6,6,6,4,6,5,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,6,52,"0",15,8,7,7,7,6,6,7,3,"11","2","west","9",10,2,7,6,4,4,4,5,4,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,13,46,"0",5,10,9,9,10,7,8,9.5,7,"11","2","west","9",10,7,4,5,6,5,4,6,5,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,3,43,"0",0,6,5,7,5,5,2,5,4,"11","2","west","9",10,2,6,7,1,7,2,2,3,0,10,7,5.28571428571429,4.33333333333333
26,"0","2",16,7,44,"0",12.5,8,7,7,8,7,7,9,7,"11","2","west","9",10,3,8,7,6,6,4,5,4,0,10,7,5.28571428571429,4.33333333333333
27,"0","2",16,2,49,"0",15,8,8,7,7,7,0,7,5,"3","3","east","9",10,4,5,4,5,6,0,2,3,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,16,55,"0",10,9,8,9,10,9,8,10,7,"3","3","east","9",10,5,6,6,4,3,4,4,1,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,1,45,"0",20,8,8,7,8,6,7,8,7,"3","3","east","9",10,3,6,6,4,5,1,1,2,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,15,48,"0",0,8,8,5,6,0,7,7,6,"3","3","east","9",10,4,6,4,5,6,7,3,1,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,7,42,"0",10,8,9,8,9,8,0,9,6,"3","3","east","9",10,1,4,6,2,6,1,2,2,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,8,53,"0",10,8,8,8,8,8,7,8,8,"3","3","east","9",10,6,4,8,3,8,2,3,3,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,3,50,"1",10,8,0,0,7,0,6,8,7,"3","3","east","9",10,6,5,6,7,8,4,4,4,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,10,43,"0",0,7,6,5,7,3,5,6,2,"3","3","east","9",10,1,6,7,6,4,3,2,3,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,12,51,"0",15,8,4,4,7,5,3,6,2,"3","3","east","9",10,1,2,6,1,6,2,2,3,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,4,46,"1",5,9,8,8,8,7,9,9.5,7,"3","3","east","9",10,8,7,6,6,4,4,6,5,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,9,54,"0",0,9,9,8,9,8,7,8,5,"3","3","east","9",10,2,4,7,3,6,2,1,2,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,6,41,"0",10,8,8,8,8,8,0,8,6,"3","3","east","9",10,1,6,4,2,1,0,2,1,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,5,40,"0",0,9,8,6,8,7,5,5,2,"3","3","east","9",10,2,6,6,6,6,0,3,3,1,15,6,6.14285714285714,7.66666666666667
27,"0","2",16,13,52,"0",15,8,7,7,6,6,7,7,3,"3","3","east","9",10,1,3,7,1,4,2,1,3,1,15,6,6.14285714285714,7.66666666666667
29,"0","2",16,9,46,"0",5,6,7,6,8,7,7,7,6,"11","2","east","9",10,8,6,6,5,0,0,7,4,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,13,53,"0",10,6,8,8,7,7,6,7,7,"11","2","east","9",10,9,8,8,5,7,0,8,5,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,1,51,"0",15,5,8,5,3,3,3,6,5,"11","2","east","9",10,6,7,7,4,6,6,6,5,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,14,54,"0",0,5,8,7,7,7,5,6,6,"11","2","east","9",10,6,7,6,4,6,5,6,4,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,4,48,"0",0,6,8,9,5,9,3,5,7,"11","2","east","9",10,8,7,8,8,8,6,8,5,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,5,55,"0",10,6,8,8,8,9,6,7,8,"11","2","east","9",10,6,8,7,6,5,3,6,6,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,15,43,"0",0,4,4,5,4,6,5,5,2,"11","2","east","9",10,5,7,5,3,5,0,5,4,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,3,44,"1",12.5,7,6,7,6,7,5,7,5,"11","2","east","9",10,8,6,7,3,7,2,6,4,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,6,45,"1",20,8,8,6,7,6,6,7,7,"11","2","east","9",10,6,8,7,4,7,2,6,4,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,7,49,"0",15,7,8,8,7,6,5,7,5,"11","2","east","9",10,7,5,6,8,6,4,5,6,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,10,40,"0",0,5,6,3,4,3,3,1,4,"11","2","east","9",10,4,9,4,4,5,0,5,4,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,11,41,"0",10,8,8,8,8,8,0,8,6,"11","2","east","9",10,4,8,6,3,6,0,4,4,3,0,7,6.42857142857143,6.33333333333333
29,"0","2",16,2,52,"0",15,5,7,6,7,5,5,5,4,"11","2","east","9",10,6,8,8,5,7,5,8,7,3,0,7,6.42857142857143,6.33333333333333
30,"0","2",16,9,44,"0",12.5,7,7,7,7,6,7,8,7,"1","2","east","1",10,6,9,7,5,6,3,7,4,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,1,41,"0",10,10,10,10,10,10,0,7,7,"1","2","east","1",10,8,9,8,5,9,5,8,5,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,16,40,"0",0,6,6,8,7,8,4,2,1,"1","2","east","1",10,3,6,6,5,6,5,6,5,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,2,42,"0",10,4,7,7,6,6,0,6,2,"1","2","east","1",10,6,7,8,7,8,7,8,6,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,7,51,"0",15,3,5,6,2,6,4,4,7,"1","2","east","1",10,5,5,5,2,4,3,4,4,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,10,48,"0",0,5,6,5,4,0,3,4,4,"1","2","east","1",10,7,7,5,7,5,7,8,7,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,11,55,"1",10,7,9,10,10,10,10,8,9,"1","2","east","1",10,7,7,8,8,7,8,8,5,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,15,46,"0",5,6,8,8,9,8,6,7,5,"1","2","east","1",10,8,7,7,7,5,5,7,6,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,5,43,"0",0,3,4,7,3,7,1,3,2,"1","2","east","1",10,4,6,6,5,7,6,6,5,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,3,53,"0",10,6,8,8,7,8,6,7,5,"1","2","east","1",10,7,7,8,7,9,7,9,6,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,4,54,"0",0,6,8,8,7,8,6,6,5,"1","2","east","1",10,3,5,8,4,7,6,6,5,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,12,45,"0",20,6,6,6,6,6,5,6,6,"1","2","east","1",10,4,5,5,2,6,5,4,3,1,20,6,5.71428571428571,5.33333333333333
30,"0","2",16,14,50,"0",10,6,0,0,0,0,0,3,4,"1","2","east","1",10,7,7,8,8,7,7,8,4,1,20,6,5.71428571428571,5.33333333333333
31,"0","2",16,10,41,"0",10,8,8,8,8,8,0,8,6,"1","2","east","1",5,3,6,6,3,6,2,4,4,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,5,45,"0",20,9,8,8,7,8,6,8,7,"1","2","east","1",5,4,5,7,3,6,4,5,4,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,8,46,"0",5,9,6,7,6,7,8,8,5,"1","2","east","1",5,9,6,7,7,6,5,7,4,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,11,42,"0",10,8,7,8,2,9,0,4,3,"1","2","east","1",5,4,5,6,5,6,4,5,3,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,1,52,"0",15,8,8,8,6,7,5,7,2,"1","2","east","1",5,3,8,8,5,5,5,6,4,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,16,51,"0",15,7,7,7,4,5,5,6,5,"1","2","east","1",5,4,6,5,5,5,5,5,4,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,13,54,"0",0,8,8,8,8,7,7,7,6,"1","2","east","1",5,4,5,6,4,5,5,5,5,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,7,50,"1",10,8,8,8,8,8,0,7,8,"1","2","east","1",5,9,7,8,9,8,8,9,9,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,12,53,"0",10,8,8,9,8,9,7,8,8,"1","2","east","1",5,7,7,7,6,6,6,6.5,6,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,15,47,"0",5,7,6,6,5,7,5,6,2,"1","2","east","1",5,2,3,4,2,6,2,4,3,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,4,55,"1",10,8,10,10,10,10,8,10,10,"1","2","east","1",5,9,8,7,10,9,8,8.5,9,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,6,49,"1",15,9,7,8,8,9,0,8,4,"1","2","east","1",5,7,8,8,6,7,5,7,8,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,3,48,"1",0,7,7,7,8,0,0,8,5,"1","2","east","1",5,8,9,8,8,8,8,8,8,3,10,8,7.57142857142857,6.33333333333333
31,"0","2",16,2,44,"0",12.5,9,7,7,6,7,7,9,7,"1","2","east","1",5,4,6,7,5,8,5,5,4,3,10,8,7.57142857142857,6.33333333333333
32,"0","2",16,1,46,"0",5,8,9,8,7,10,7,8,7,"3","4","east","2",0,8,9,8,0,8,7,8,5,0,0,7,6,7.66666666666667
32,"0","2",16,11,44,"0",12.5,7,6,6,7,7,8,9,8,"3","4","east","2",0,5,7,9,5,4,6,6,3,0,0,7,6,7.66666666666667
32,"0","2",16,13,55,"0",10,6,8,10,8,7,7,8,7,"3","4","east","2",0,8,8,7,9,7,5,7,3,0,0,7,6,7.66666666666667
32,"0","2",16,10,52,"0",15,6,7,7,7,6,5,7,3,"3","4","east","2",0,4,7,6,6,9,4,5,3,0,0,7,6,7.66666666666667
32,"0","2",16,3,41,"0",10,10,10,10,10,10,0,8,7,"3","4","east","2",0,7,8,9,0,9,7,7,5,0,0,7,6,7.66666666666667
32,"0","2",16,2,40,"0",0,8,10,10,7,8,4,5,1,"3","4","east","2",0,4,8,7,9,0,6,5,5,0,0,7,6,7.66666666666667
32,"0","2",16,6,54,"0",0,7,8,8,7,8,6,7,5,"3","4","east","2",0,7,6,9,8,9,9,7,5,0,0,7,6,7.66666666666667
32,"0","2",16,12,48,"0",0,5,6,8,5,8,3,4,3,"3","4","east","2",0,7,8,7,9,6,4,7,2,0,0,7,6,7.66666666666667
32,"0","2",16,14,45,"0",20,9,8,8,8,8,7,7,7,"3","4","east","2",0,8,8,9,5,9,6,8,5,0,0,7,6,7.66666666666667
32,"0","2",16,7,43,"0",0,5,6,7,4,4,3,6,1,"3","4","east","2",0,5,7,7,6,9,5,5,3,0,0,7,6,7.66666666666667
32,"0","2",16,5,53,"0",10,8,9,9,8,9,7,7,7,"3","4","east","2",0,7,6,9,8,9,9,7,5,0,0,7,6,7.66666666666667
33,"0","2",16,16,49,"0",15,7,7,8,8,8,7,8,6,"3","2","east","6",10,6,7,8,5,7,5,7,2,1,15,6,7,9
33,"0","2",16,3,40,"0",0,6,10,10,8,5,3,6,1,"3","2","east","6",10,6,8,7,10,7,4,8,5,1,15,6,7,9
33,"0","2",16,5,42,"0",10,6,10,10,8,10,6,6,2,"3","2","east","6",10,6,8,6,6,6,5,5,3,1,15,6,7,9
33,"0","2",16,7,54,"0",0,5,8,8,7,7,7,6,5,"3","2","east","6",10,5,6,5,5,6,8,5,2,1,15,6,7,9
33,"0","2",16,9,47,"0",5,5,6,7,6,6,3,6,6,"3","2","east","6",10,4,5,6,7,7,4,6,2,1,15,6,7,9
33,"0","2",16,12,44,"0",12.5,6,7,7,6,6,8,6,6,"3","2","east","6",10,5,6,6,2,5,7,4,2,1,15,6,7,9
33,"0","2",16,6,53,"0",10,7,9,9,7,9,7,7,8,"3","2","east","6",10,8,7,5,6,7,4,6,3,1,15,6,7,9
33,"0","2",16,13,48,"0",0,5,8,8,5,0,3,5,5,"3","2","east","6",10,8,7,6,6,7,8,7,3,1,15,6,7,9
33,"0","2",16,1,50,"0",10,6,8,8,8,8,5,7,7,"3","2","east","6",10,7,9,7,7,10,5,7,3,1,15,6,7,9
33,"0","2",16,15,45,"0",20,6,5,7,5,7,5,6,7,"3","2","east","6",10,6,6,7,3,7,3,5,2,1,15,6,7,9
33,"0","2",16,4,41,"0",10,10,10,10,10,10,0,8,7,"3","2","east","6",10,2,6,7,4,6,2,5,2,1,15,6,7,9
33,"0","2",16,10,51,"0",15,6,9,8,6,5,4,6,6,"3","2","east","6",10,7,5,9,1,9,2,3,1,1,15,6,7,9
34,"0","2",16,5,41,"0",10,10,10,10,10,10,0,8,7,"8","4","Asia","7",5,3,4,7,4,4,0,5,7,2,0,7,6.57142857142857,6
34,"0","2",16,9,43,"0",0,6,5,5,6,7,2,6,2,"8","4","Asia","7",5,4,4,6,4,6,0,5,4,2,0,7,6.57142857142857,6
34,"0","2",16,11,51,"0",15,6,6,8,2,8,1,6,4,"8","4","Asia","7",5,3,3,4,2,2,2,3,3,2,0,7,6.57142857142857,6
34,"0","2",16,7,53,"0",10,8,8,8,8,8,7,8,7,"8","4","Asia","7",5,5,4,6,3,7,3,5,4,2,0,7,6.57142857142857,6
34,"0","2",16,14,48,"0",0,7,7,7,5,5,3,7,3,"8","4","Asia","7",5,5,4,3,3,2,2,4,4,2,0,7,6.57142857142857,6
34,"0","2",16,13,44,"0",12.5,8,7,8,7,6,6,8,8,"8","4","Asia","7",5,4,6,5,4,5,3,5,4,2,0,7,6.57142857142857,6
34,"0","2",16,15,55,"0",10,8,9,10,9,10,9,10,10,"8","4","Asia","7",5,4,4,5,6,6,5,5,3,2,0,7,6.57142857142857,6
34,"0","2",16,16,45,"0",20,7,7,7,7,7,7,7,7,"8","4","Asia","7",5,4,5,6,5,6,5,5,3,2,0,7,6.57142857142857,6
34,"0","2",16,2,50,"0",10,7,7,0,0,9,0,7,7,"8","4","Asia","7",5,4,4,6,6,7,4,5,5,2,0,7,6.57142857142857,6
34,"0","2",16,4,40,"0",0,8,7,6,8,6,4,5,2,"8","4","Asia","7",5,4,4,5,4,4,0,5,6,2,0,7,6.57142857142857,6
34,"0","2",16,1,49,"1",15,8,8,7,6,7,6,6,9,"8","4","Asia","7",5,7,8,8,7,8,6,7,7,2,0,7,6.57142857142857,6
34,"0","2",16,8,54,"0",0,8,8,7,8,7,7,7,7,"8","4","Asia","7",5,4,6,6,5,7,3,5,4,2,0,7,6.57142857142857,6
35,"0","2",16,13,45,"1",20,8,6,7,6,7,7,7,7,"2","2","South America","7",5,7,8,9,7,8,9,8,8,10,7,8,7.42857142857143,6
35,"0","2",16,12,55,"0",10,8,8,8,9,9,8,8,5,"2","2","South America","7",5,6,8,8,8,8,6,8,8,10,7,8,7.42857142857143,6
35,"0","2",16,7,47,"0",5,7,5,6,5,6,4,6,3,"2","2","South America","7",5,5,6,8,8,7,8,6,8,10,7,8,7.42857142857143,6
35,"0","2",16,6,43,"0",0,7,4,7,3,7,5,5,1,"2","2","South America","7",5,6,8,8,8,7,7,8,8,10,7,8,7.42857142857143,6
35,"0","2",16,5,54,"0",0,8,8,9,7,8,7,7,6,"2","2","South America","7",5,6,8,8,6,7,9,7,8,10,7,8,7.42857142857143,6
35,"0","2",16,3,42,"0",10,3,8,7,7,10,4,4,1,"2","2","South America","7",5,6,8,9,8,7,9,8,6,10,7,8,7.42857142857143,6
35,"0","2",16,1,40,"0",0,5,6,6,5,7,3,3,1,"2","2","South America","7",5,6,8,9,7,7,8,7,7,10,7,8,7.42857142857143,6
35,"0","2",16,15,50,"1",10,7,0,0,0,0,0,7,7,"2","2","South America","7",5,6,8,8,10,8,9,8,10,10,7,8,7.42857142857143,6
35,"0","2",16,8,51,"0",15,8,4,8,1,7,1,3,2,"2","2","South America","7",5,8,8,6,6,7,6,7,5,10,7,8,7.42857142857143,6
35,"0","2",16,9,52,"0",15,7,7,8,6,6,5,6,4,"2","2","South America","7",5,6,7,10,7,7,9,7,8,10,7,8,7.42857142857143,6
35,"0","2",16,11,48,"0",0,7,7,8,5,5,4,6,6,"2","2","South America","7",5,8,8,7,8,7,6,7,7,10,7,8,7.42857142857143,6
35,"0","2",16,16,46,"1",5,8,8,8,6,9,8,8,5,"2","2","South America","7",5,8,8,9,9,8,10,8,8,10,7,8,7.42857142857143,6
35,"0","2",16,4,53,"1",10,8,7,8,8,8,6,8,6,"2","2","South America","7",5,8,8,8,8,8,6,8,7,10,7,8,7.42857142857143,6
35,"0","2",16,14,49,"1",15,8,8,10,5,6,5,7,4,"2","2","South America","7",5,7,9,9,9,9,10,8,8,10,7,8,7.42857142857143,6
36,"0","2",16,6,46,"0",5,6,7,8,6,9,7,6,4,"2","2","east","4",5,2,5,4,3,4,2,3,5,0,5,8,5.57142857142857,5.66666666666667
