"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","X....","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"1828",130,9,1,16,1,5,10,9,NA,7,2,113,0,-0.11,0,21,2,15,15,25,25,15,5,1,9,9,8,6,5,5,7,7,2,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,3,3,5,6,1,1,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6771",450,11,1,21,2,17,11,6,2,4,7,436,0,0.48,1,23,2,28,8,17,22,17,8,0,7,7,8,8,8,7,7,10,2,25,"International Affairs",13,"Connecticut College","1,310.00","33,585.00",2,3,7,"Singapore","","",2,6,2,"Diplomat",9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,NA,50,5,5,5,5,30,50,5,5,5,5,30,25,5,5,5,30,30,9,6,7,10,10,8,8,8,7,8,0,6,7,9,7,9,NA,6,5,2,2,50,10,10,10,5,15,7.5,9,9,8,10,7,3,1,50,5,10,10,5,20,50,10,10,10,5,15,40,10,10,10,20,10,40,10,10,10,10,20,7,8,9,7,9,7,8,9,7,9,2,0,1,1,NA,50,10,10,10,5,15,50,10,10,10,10,10,40,10,10,10,20,10,40,10,10,10,20,10,7,7,9,7,9,7,7,9,7,7
"4391",291,19,1,38,2,11,21,4,4,16,2,253,0,0.09,1,33,4,25,30,10,10,5,20,0,4,7,7,6,8,6,6,6,2,27,"medicine and biochemistry",10,"Harvard","1,400.00","26,019.00",4,5,5,"New Jersey","7,936","",1,3,2,"doctor and entrepreneur",4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,NA,20,20,15,15,12,18,30,10,10,20,10,20,30,15,20,20,5,10,6,9,7,9,9,6,9,9,7,8,1,5,9,8,7,6,6,7,7,0,5,20,15,15,20,10,20,7,9,9,7,9,6,3,1,NA,NA,NA,NA,NA,NA,25,15,15,15,15,15,30,10,10,20,10,20,20,20,20,15,15,10,7,9,9,7,9,7,9,9,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7639",519,11,0,21,2,21,22,20,20,17,9,539,0,0.25,1,22,2,30,10,20,15,15,10,0,8,7,7,4,7,4,7,3,2,26,"Education Policy",9,"Yale","1,450.00","26,100.00",2,8,9,"Boston","2,420","",2,4,2,"School Leadership/Politics",13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,NA,40,5,30,15,5,5,50,5,10,5,30,0,80,2,5,10,1,2,8,10,9,9,10,8,10,10,8,10,0,5,6,6,5,6,5,6,8,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6942",470,5,0,9,2,19,15,13,14,12,6,486,0,0.52,0,32,3,20,20,20,15,10,15,0,8,5,8,7,9,8,NA,NA,NA,29,"medicine",4,"harvard","1,400.00","26,019.00",4,1,1,"south carolina","29,571","18,619.00",1,4,2,"medicine",4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,NA,10,20,25,25,10,10,40,10,20,10,10,10,60,10,10,10,5,5,4,9,5,8,6,4,9,8,5,6,1,2,7,9,6,3,5,7,7,0,4,6,6,9,8,2,2,5,8,8,5,5,2,3,2,35,10,25,10,5,15,20,15,30,20,10,5,50,10,10,10,10,10,60,10,5,15,5,5,4,7,7,7,9,3,9,9,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",32,12,0,23,2,2,16,18,NA,1,7,46,0,-0.33,0,26,2,20,35,20,10,10,5,1,8,9,8,7,10,7,8,7,2,27,"Psychology",3,"","","",4,1,1,"new jersey","8,820","",1,4,2,"Professor",2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,3,0,50,0,50,0,0,0,NA,NA,NA,NA,NA,NA,95,0,0,5,0,0,7,5,9,9,7,NA,NA,NA,NA,NA,0,8,9,8,NA,8,7,8,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,NA,NA,NA,NA,NA,NA,75,10,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,9,9,9,NA,NA,NA,NA,NA,0,0,0,NA,NA,50,0,30,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,10,8,9,NA,NA,NA,NA,NA
"3808",263,12,0,23,2,11,21,14,14,9,7,279,0,-0.07,0,25,2,27,15,28,10,10,10,0,8,8,8,9,6,4,8,4,2,26,"Psychology",3,"Yale","1,450.00","26,100.00",1,9,10,"Brooklyn, NY","11,212","18,283.00",1,6,2,"Who knows",10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,NA,20,20,20,10,20,10,10,30,30,5,20,5,50,30,5,5,5,5,8,8,8,8,5,8,7,10,9,8,0,9,9,8,9,7,5,8,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,10,30,10,10,30,10,36.36,18.18,9.09,18.18,4.55,13.64,8,8,8,10,6,8,8,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214",161,4,1,8,2,7,16,5,7,15,14,155,1,-0.18,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,1,8,7,7,8,7,5,7,5,2,22,"Biochemistry",10,"","","",2,6,2,"State College, PA","15,668","53,771.00",2,4,2,"undecided",10,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,7,NA,16.67,18.75,18.75,18.75,18.75,8.33,8,8,9,9,9,7,14.55,18.18,18.18,16.36,18.18,14.55,8,7,9,9,7,NA,NA,NA,NA,NA,1,7,8,8,10,7,6,7,6,0,NA,20,20,15.56,20,13.33,11.11,8,6,9,10,6,4,1,3,NA,NA,NA,NA,NA,NA,16,18,18,20,12,16,8,8,9,9,5,9,14.55,18.18,16.36,18.18,16.36,16.36,8,8,10,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543",187,4,1,8,1,8,10,8,1,8,5,178,0,0.41,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,0,4,7,7,5,NA,NA,4,5,2,26,"International Finance, Economic Policy",8,"","","",2,10,5,"nyc","","",2,4,1,"finance",7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,NA,16.98,16.98,18.87,16.98,13.21,16.98,10,6,6,10,2,5,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.23,19.23,17.31,13.46,13.46,17.31,9,8,10,8,8,4,3,3,NA,NA,NA,NA,NA,NA,16.98,16.98,18.87,16.98,13.21,16.98,10,8,7,9,6,7,18.75,18.75,14.58,18.75,12.5,16.67,8,9,10,8,8,NA,NA,NA,NA,NA,0,0,0,NA,NA,16.67,18.52,18.52,14.81,14.81,16.67,NA,NA,NA,NA,NA,NA,10,9,8,9,7,6,8,10,7,9,8,NA,8,9,12,8,8,NA,NA,NA,NA,NA
"4234",283,11,1,22,2,11,21,15,15,17,13,264,0,0.16,0,26,2,15,15,25,20,5,20,0,4,8,8,8,6,4,6,3,1,27,"Electrical Engg.",5,"REC, Rourkela","","",4,1,1,"Boston","1,851","",1,4,2,"Industry CTO/CEO",7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5,NA,50,10,10,10,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,9,9,9,9,9,8,8,7,9,1,10,10,10,10,10,10,10,10,0,1,30,10,30,10,10,10,7,4,7,7,7,6,1,2,NA,NA,NA,NA,NA,NA,30,10,30,10,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,6,9,8,9,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512",103,10,1,20,2,4,18,18,NA,14,18,93,0,-0.06,1,29,2,14,20,18,24,18,6,1,7,7,7,7,7,7,7,6,2,26,"Business- MBA",8,"","","",2,8,9,"Chicago","60,089","55,550.00",2,4,1,"business",7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,5,40,5,20,10,10,15,NA,NA,NA,NA,NA,NA,40,5,10,20,15,10,8,8,8,9,9,NA,NA,NA,NA,NA,0,6,7,7,8,7,6,7,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,50,5,20,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,9,8,9,NA,NA,NA,NA,NA,1,0,0,NA,NA,40,10,20,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,9,8,9,NA,NA,NA,NA,NA
"6338",410,14,1,28,2,15,18,6,10,15,18,396,0,-0.41,0,25,4,15,18,18,18,15,16,1,8,9,9,8,8,5,8,3,2,27,"Business",8,"Cornell University","1,360.00","26,062.00",2,8,8,"Austin, TX","10,021","55,080.00",1,5,1,"business",7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,NA,20,20,20,20,10,10,50,10,10,10,5,5,30,10,10,20,10,10,7,10,6,10,10,7,10,10,5,10,0,3,4,3,2,3,1,2,4,2,2,30,10,30,10,15,15,8,10,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679",114,3,0,5,1,5,10,7,NA,6,3,124,0,-0.04,0,22,4,40,10,10,10,10,20,1,5,6,8,7,7,7,7,2,1,20,"Economics, English",8,"","","",1,2,4,"New York","","",2,7,4,"",NA,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,7,9,8,6,7,NA,NA,NA,NA,NA,0,4,3,4,2,9,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159",158,1,1,2,2,7,16,2,9,10,7,148,0,0.11,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,4,8,8,2,6,1,1,1,2,23,"physics (astrophysics)",10,"","","",2,3,4,"NYC (Staten Island)","10,301","37,248.00",4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,NA,19.05,19.05,19.05,19.05,9.52,14.29,9,7,6,7,4,8,15.22,19.57,19.57,19.57,8.7,17.39,7,9,7,9,6,NA,NA,NA,NA,NA,1,9,8,8,7,7,7,8,5,0,4,20.93,16.28,18.6,18.6,11.63,13.95,6,8,9,7,6,8,1,2,NA,NA,NA,NA,NA,NA,17.78,20,20,17.78,11.11,13.33,9,8,6,7,5,7,15.22,19.57,19.57,17.39,10.87,17.39,6,9,9,7,6,NA,NA,NA,NA,NA,0,0,0,NA,NA,16.28,18.6,18.6,16.28,11.63,18.6,NA,NA,NA,NA,NA,NA,9,7,7,9,7,7,8,8,8,9,7,NA,7,8,9,8,7,NA,NA,NA,NA,NA
"8275",548,18,1,36,2,21,22,10,9,2,7,515,0,0.29,1,23,2,20,20,20,15,10,15,0,6,6,6,6,5,5,8,6,2,30,"Business",8,"University of Cologne, Germany","","",2,8,8,"Germany","50,354","",1,6,1,"Management",7,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,7,NA,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,10,10,10,10,10,10,10,10,10,10,0,7,7,5,3,3,3,4,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,30,0,20,30,0,20,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,8,9,10,10,8,8,7,8,10,7,2,0,0,NA,NA,40,10,20,10,0,20,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,8,9,9,9,9,8,9,9,9,7
"6733",446,7,1,14,2,17,11,13,4,8,9,438,1,0.28,0,23,2,14,15,16,17,18,20,1,6,4,7,3,7,6,6,5,2,28,"MBA",8,"Universidad de los Andes","","",3,2,2,"Bogota, Colombia","0","",1,4,3,"Finance",7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,NA,30,20,25,15,10,0,30,20,15,15,15,5,30,25,25,20,0,0,6,8,9,7,5,6,8,7,7,4,1,8,7,7,8,4,7,8,5,2,3,30,25,25,15,5,0,6,9,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4614",305,13,0,24,2,12,14,1,1,10,8,315,1,0.53,0,27,2,6.67,19.05,42.86,9.52,14.29,7.62,1,9,8,8,6,4,5,7,6,2,29,"math education",9,"university of the philippines","","",4,6,9,"philippines","","",1,4,1,"teaching/education",2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,NA,10,47,16,12,3,12,30,16,14,20,8,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,1,5,9,9,8,7,8,8,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,9,30,19,19,3,20,12,30,19,21,10,8,30,20,5,25,2,18,7,9,8,7,3,7,8,8,7,7,0,1,1,1,NA,9,30,19,19,3,20,9,30,19,19,3,20,30,15,10,20,5,20,35,15,7,20,4,19,8,9,8,7,3,8,9,9,7,7
"5390",361,1,1,2,2,14,20,10,10,7,6,346,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,8,5,5,1,5,5,2,34,"Intellectual Property Law",1,"Columbia","1,430.00","26,908.00",2,5,5,"Bronx Science","10,469","35,187.00",2,6,6,"Intellectual Property Attorney",1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,NA,30,20,30,5,5,10,30,20,10,10,0,10,30,10,20,5,30,5,7,7,5,7,9,7,7,7,3,3,0,10,9,7,8,8,7,8,8.5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,20,10,30,10,10,20,30,20,20,10,10,20,30,20,10,10,10,20,8,8,9,6,8,7,8,9,6,8,1,1,0,NA,NA,20,10,30,15,15,10,20,10,30,15,15,10,20,10,20,20,10,20,20,10,20,20,10,20,5,7,8,8,8,5,7,8,8,8
"2600",193,10,1,20,1,8,10,10,5,6,2,175,1,0.39,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,1,4,6,7,6,7,7,4,7,1,25,"law",1,"","","",4,2,2,"new york city","11,419","35,960.00",1,6,2,"lawyer",1,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,4,NA,20.93,16.28,23.26,16.28,11.63,11.63,10,5,5,7,5,3,26.32,13.16,13.16,26.32,13.16,7.89,7,9,5,10,7,NA,NA,NA,NA,NA,1,5,8,8,6,8,9,8,8,1,2,23.26,20.93,20.93,11.63,11.63,11.63,7,9,10,8,9,4,3,1,NA,NA,NA,NA,NA,NA,20.93,18.6,18.6,13.95,13.95,13.95,9,5,6,8,4,5,20.93,11.63,13.95,20.93,20.93,11.63,7,8,10,7,8,NA,NA,NA,NA,NA,0,0,0,NA,NA,18.6,20.93,18.6,13.95,13.95,13.95,NA,NA,NA,NA,NA,NA,10,6,6,8,5,5,8,6,5,9,6,NA,7,7,12,6,8,NA,NA,NA,NA,NA
"5183",349,9,0,17,2,14,18,7,7,8,15,375,1,-0.17,1,27,2,30,20,15,15,8,12,1,10,8,6,8,5,8,7,8,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,9,8,5,10,7,NA,9,9,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"2749",201,8,0,15,2,9,20,9,9,5,1,214,0,0.21,1,23,2,17.02,21.28,17.02,21.28,14.89,8.51,1,9,7,8,6,8,6,7,6,2,25,"QMSS",8,"","","",2,8,8,"New York","7,726","",1,4,2,"Business",7,8,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6,2,NA,15.38,17.31,17.31,17.31,17.31,15.38,7,9,7,8,8,7,25.71,17.14,14.29,22.86,8.57,11.43,7,8,9,9,8,NA,NA,NA,NA,NA,0,7,7,8,NA,8,NA,7,5,2,1,16,18,16,16,16,18,8,8,9,9,8,5,1,2,NA,NA,NA,NA,NA,NA,16.67,16.67,16.67,16.67,16.67,16.67,7,8,8,7,8,7,20.51,20.51,15.38,15.38,12.82,15.38,8,7,9,9,7,NA,NA,NA,NA,NA,0,1,0,NA,NA,16.33,16.33,16.33,16.33,18.37,16.33,NA,NA,NA,NA,NA,NA,6,8,7,6,8,6,9,7,6,6,5,NA,7,7,9,9,8,NA,NA,NA,NA,NA
"4184",281,9,1,18,2,11,21,7,7,11,5,256,0,0.16,0,24,4,15,25,20,20,10,10,0,6,5,7,5,6,5,6,6,2,27,"Sociology",3,"MSU, Russia","","",2,2,5,"Russia","430,000","",6,5,5,"research",2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,NA,20,20,20,15,5,20,35,20,1,19,1,24,25,10,10,25,20,10,7,8,6,8,5,7,7,9,4,7,0,7,5,7,3,10,2,3,2,0,3,20,15,20,15,15,20,7,9,8,7,4,3,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,10,20,30,15,10,15,10,20,15,20,15,20,15,15,6,8,7,6,5,6,6,9,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5642",373,13,1,26,2,14,20,18,18,13,18,358,0,0.51,0,26,4,20,10,25,25,10,10,1,9,7,8,7,7,7,8,7,2,29,"MBA",8,"Universidad de Costa Rica","","",3,3,1,"Costa Rica","9,971,200","",2,5,2,"Business Consulting",7,7,5,8,8,7,6,3,5,9,8,2,3,4,5,9,8,2,9,NA,75,5,5,10,0,5,85,0,5,5,0,5,80,5,5,5,5,0,9,8,9,9,9,9,7,8,10,8,0,9,9,10,9,10,8,9,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,NA,NA,NA,NA,NA,NA,85,1,1,10,1,1,85,1,1,10,1,1,75,2,7,10,3,3,8,8,9,8,9,8,8,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4041",274,2,1,4,2,11,21,8,8,2,9,260,0,0.52,0,27,4,19,20,19,14,13,15,0,6,8,6,8,7,NA,4,3,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,3,7,8,6,10,2,4,4,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"2032",150,9,0,17,2,7,16,8,8,13,8,165,1,0.1,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,1,8,10,9,8,8,7,8,7,2,31,"History of Religion",7,"","","",2,3,3,"NYC","10,021","55,080.00",4,5,2,"professor",2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,NA,12,20,20,20,14,14,7,7,6,5,5,5,25,15,15,15,15,15,7,9,8,9,8,NA,NA,NA,NA,NA,1,9,8,8,7,8,NA,7,4,0,1,12.77,21.28,19.15,17.02,14.89,14.89,8,10,8,8,8,6,1,2,NA,NA,NA,NA,NA,NA,14,18,18,18,16,16,9,4,4,7,7,7,23.81,11.9,14.29,16.67,16.67,16.67,6,9,9,8,7,NA,NA,NA,NA,NA,1,1,1,1,NA,10.87,19.57,17.39,19.57,15.22,17.39,NA,NA,NA,NA,NA,NA,10,6,7,7,7,7,9,7,7,7,8,NA,6,6,7,7,7,NA,NA,NA,NA,NA
"6376",413,17,1,34,2,15,18,4,3,2,2,380,0,0.62,0,33,1,20,20,20,15,15,10,1,8,7,7,7,7,4,8,4,2,26,"business",8,"Harvard","1,400.00","26,019.00",2,5,3,"Woburn, MA","1,801","",1,NA,2,"Real Estate",8,6,7,5,7,5,3,5,5,4,6,8,6,9,6,6,7,0,8,NA,10,10,30,30,5,15,30,10,10,30,10,10,25,10,20,25,10,10,7,9,7,8,6,7,8,8,6,7,0,5,7,6,5,5,6,6,5,2,0,20,15,30,15,10,10,8,9,9,8,6,8,3,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,35,10,10,30,5,10,30,10,20,25,5,10,7,9,8,7,7,7,8,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
